trip_id,leg_no,vehicle_id,ts,lat,lon,speed_kmh,rpm,odo_km,laden,gps
T00180,1,GLV-T11,2026-06-02 06:45:20,35.724416,129.236443,79.9,1883,11.33,0,수신
T00180,1,GLV-T11,2026-06-02 06:45:30,35.726373,129.236076,73.7,1843,11.55,0,수신
T00180,1,GLV-T11,2026-06-02 06:45:40,35.728218,129.235741,85.1,1913,11.76,0,수신
T00180,1,GLV-T11,2026-06-02 06:45:50,35.730325,129.235335,80,1870,11.99,0,수신
T00180,1,GLV-T11,2026-06-02 06:46:00,35.732265,129.234891,70.4,1762,12.21,0,수신
T00180,1,GLV-T11,2026-06-02 06:46:10,35.733967,129.234336,84.9,1926,12.41,0,수신
T00180,1,GLV-T11,2026-06-02 06:46:20,35.735886,129.233136,76.6,1858,12.65,0,수신
T00180,1,GLV-T11,2026-06-02 06:46:30,35.737307,129.231641,77.7,1898,12.86,0,수신
T00180,1,GLV-T11,2026-06-02 06:46:40,35.738468,129.229715,86.5,1971,13.07,0,수신
T00180,1,GLV-T11,2026-06-02 06:46:50,35.73937,129.227291,79.3,1856,13.31,0,수신
T00180,1,GLV-T11,2026-06-02 06:47:00,35.739732,129.224894,83.5,1873,13.53,0,수신
T00180,1,GLV-T11,2026-06-02 06:47:10,35.739992,129.222382,76.6,1843,13.77,0,수신
T00180,1,GLV-T11,2026-06-02 06:47:20,35.740549,129.220078,82.1,1929,13.98,0,수신
T00180,1,GLV-T11,2026-06-02 06:47:30,35.741295,129.217796,86,1947,14.21,0,수신
T00180,1,GLV-T11,2026-06-02 06:47:40,35.742181,129.215368,85,1966,14.45,0,수신
T00180,1,GLV-T11,2026-06-02 06:47:50,35.743043,129.212961,83,1892,14.68,0,수신
T00180,1,GLV-T11,2026-06-02 06:48:00,35.743951,129.210652,81.3,1915,14.91,0,수신
T00180,1,GLV-T11,2026-06-02 06:48:10,35.745018,129.208545,75.2,1874,15.14,0,수신
T00180,1,GLV-T11,2026-06-02 06:48:20,35.746281,129.206869,85.7,1986,15.35,0,수신
T00180,1,GLV-T11,2026-06-02 06:48:30,35.746858,129.207655,83.5,1894,15.59,0,수신
T00180,1,GLV-T11,2026-06-02 06:48:40,35.745925,129.205777,78.6,1857,15.82,0,수신
T00180,1,GLV-T11,2026-06-02 06:48:50,35.745074,129.203595,78.6,1915,16.04,0,수신
T00180,1,GLV-T11,2026-06-02 06:49:00,35.746574,129.202435,83.1,1970,16.25,0,수신
T00180,1,GLV-T11,2026-06-02 06:49:10,35.748601,129.202295,72.8,1771,16.49,0,수신
T00180,1,GLV-T11,2026-06-02 06:49:20,35.750429,129.202357,77.2,1868,16.69,0,수신
T00180,1,GLV-T11,2026-06-02 06:49:30,35.752345,129.202487,81.4,1938,16.9,0,수신
T00180,1,GLV-T11,2026-06-02 06:49:40,35.754352,129.202624,80.8,1866,17.13,0,수신
T00180,1,GLV-T11,2026-06-02 06:49:50,35.756395,129.202721,75.5,1869,17.35,0,수신
T00180,1,GLV-T11,2026-06-02 06:50:00,35.758262,129.202853,73.8,1877,17.56,0,수신
T00180,1,GLV-T11,2026-06-02 06:50:10,35.760098,129.202996,72.3,1781,17.77,0,수신
T00180,1,GLV-T11,2026-06-02 06:50:20,35.76193,129.203065,81.4,1904,17.97,0,수신
T00180,1,GLV-T11,2026-06-02 06:50:30,35.763979,129.203113,83,1933,18.19,0,수신
T00180,1,GLV-T11,2026-06-02 06:50:40,35.765978,129.202816,68.4,1739,18.42,0,수신
T00180,1,GLV-T11,2026-06-02 06:50:50,35.767674,129.202368,78.7,1864,18.61,0,수신
T00180,1,GLV-T11,2026-06-02 06:51:00,35.769595,129.201785,72.6,1864,18.83,0,수신
T00180,1,GLV-T11,2026-06-02 06:51:10,35.771332,129.20127,82.2,1861,19.03,0,수신
T00180,1,GLV-T11,2026-06-02 06:51:20,35.773358,129.200654,75.8,1893,19.26,0,수신
T00180,1,GLV-T11,2026-06-02 06:51:30,35.775229,129.200417,81.6,1942,19.47,0,수신
T00180,1,GLV-T11,2026-06-02 06:51:40,35.777261,129.200497,81.9,1879,19.7,0,수신
T00180,1,GLV-T11,2026-06-02 06:51:50,35.779257,129.200858,75,1842,19.93,0,수신
T00180,1,GLV-T11,2026-06-02 06:52:00,35.781138,129.201249,76.2,1838,20.14,0,수신
T00180,1,GLV-T11,2026-06-02 06:52:10,35.783004,129.201665,79.5,1845,20.35,0,수신
T00180,1,GLV-T11,2026-06-02 06:52:20,35.784956,129.20205,81.3,1929,20.57,0,수신
T00180,1,GLV-T11,2026-06-02 06:52:30,35.786984,129.202495,77.2,1898,20.79,0,수신
T00180,1,GLV-T11,2026-06-02 06:52:40,35.788868,129.202888,77.3,1883,21.01,0,수신
T00180,1,GLV-T11,2026-06-02 06:52:50,35.790803,129.202942,70.4,1817,21.22,0,수신
T00180,1,GLV-T11,2026-06-02 06:53:00,35.792553,129.202801,76.9,1890,21.42,0,수신
T00180,1,GLV-T11,2026-06-02 06:53:10,35.794462,129.202938,72,1783,21.63,0,수신
T00180,1,GLV-T11,2026-06-02 06:53:20,35.796183,129.203499,87.3,2026,21.83,0,수신
T00180,1,GLV-T11,2026-06-02 06:53:30,35.798325,129.203865,75.3,1818,22.08,0,수신
T00180,1,GLV-T11,2026-06-02 06:53:40,35.800223,129.203674,79.5,1894,22.28,0,수신
T00180,1,GLV-T11,2026-06-02 06:53:50,35.802208,129.203456,75.9,1886,22.51,0,수신
T00180,1,GLV-T11,2026-06-02 06:54:00,35.804075,129.203323,74.8,1792,22.72,0,수신
T00180,1,GLV-T11,2026-06-02 06:54:10,35.805905,129.203787,76.6,1884,22.92,0,수신
T00180,1,GLV-T11,2026-06-02 06:54:20,35.807764,129.204456,83.9,1928,23.14,0,수신
T00180,1,GLV-T11,2026-06-02 06:54:30,35.809763,129.205078,83.5,1937,23.37,0,수신
T00180,1,GLV-T11,2026-06-02 06:54:40,35.811795,129.20466,83.6,1929,23.6,0,수신
T00180,1,GLV-T11,2026-06-02 06:54:50,35.813536,129.203172,84.3,1977,23.83,0,수신
T00180,1,GLV-T11,2026-06-02 06:55:00,35.815249,129.20171,79.1,1899,24.07,0,수신
T00180,1,GLV-T11,2026-06-02 06:55:10,35.814456,129.199693,75.4,1875,24.29,0,수신
T00180,1,GLV-T11,2026-06-02 06:55:20,35.813591,129.197619,70.7,1782,24.5,0,수신
T00180,1,GLV-T11,2026-06-02 06:55:30,35.812701,129.195749,78,1835,24.69,0,수신
T00180,1,GLV-T11,2026-06-02 06:55:40,35.811705,129.19367,71.2,1786,24.91,0,수신
T00180,1,GLV-T11,2026-06-02 06:55:50,35.810894,129.191727,82,1883,25.11,0,수신
T00180,1,GLV-T11,2026-06-02 06:56:00,35.809729,129.189663,78.1,1818,25.34,0,수신
T00180,1,GLV-T11,2026-06-02 06:56:10,35.808722,129.187628,88.5,2020,25.55,0,수신
T00180,1,GLV-T11,2026-06-02 06:56:20,35.80821,129.185105,81.1,1850,25.8,0,수신
T00180,1,GLV-T11,2026-06-02 06:56:30,35.809613,129.183366,82.8,1908,26.02,0,수신
T00180,1,GLV-T11,2026-06-02 06:56:40,35.810986,129.181451,78.1,1901,26.25,0,수신
T00180,1,GLV-T11,2026-06-02 06:56:50,35.811854,129.179302,74.3,1885,26.47,0,수신
T00180,1,GLV-T11,2026-06-02 06:57:00,35.812154,129.177069,78.6,1834,26.68,0,수신
T00180,1,GLV-T11,2026-06-02 06:57:10,35.812263,129.174622,81.6,1880,26.9,0,수신
T00180,1,GLV-T11,2026-06-02 06:57:20,35.812675,129.172183,84.5,1935,27.12,0,수신
T00180,1,GLV-T11,2026-06-02 06:57:30,35.813734,129.169892,79.6,1937,27.36,0,수신
T00180,1,GLV-T11,2026-06-02 06:57:40,35.814991,129.168008,80.1,1910,27.58,0,수신
T00180,1,GLV-T11,2026-06-02 06:57:50,35.816268,129.16611,80.5,1908,27.8,0,수신
T00180,1,GLV-T11,2026-06-02 06:58:00,35.817489,129.164151,79.8,1840,28.02,0,수신
T00180,1,GLV-T11,2026-06-02 06:58:10,35.818351,129.16194,78.5,1933,28.25,0,수신
T00180,1,GLV-T11,2026-06-02 06:58:20,35.818799,129.159633,70.7,1758,28.46,0,수신
T00180,1,GLV-T11,2026-06-02 06:58:30,35.818773,129.157456,82.9,1959,28.66,0,수신
T00180,1,GLV-T11,2026-06-02 06:58:40,35.818509,129.154904,76.3,1861,28.89,0,수신
T00180,1,GLV-T11,2026-06-02 06:58:50,35.818225,129.152618,71.4,1766,29.1,0,수신
T00180,1,GLV-T11,2026-06-02 06:59:00,35.817927,129.150423,72.3,1784,29.3,0,수신
T00180,1,GLV-T11,2026-06-02 06:59:10,35.817754,129.148171,80.8,1885,29.5,0,수신
T00180,1,GLV-T11,2026-06-02 06:59:20,35.817791,129.145675,78.2,1889,29.73,0,수신
T00180,1,GLV-T11,2026-06-02 06:59:30,35.818021,129.143328,81.5,1899,29.94,0,수신
T00180,1,GLV-T11,2026-06-02 06:59:40,35.818284,129.140828,77.4,1805,30.17,0,수신
T00180,1,GLV-T11,2026-06-02 06:59:50,35.818638,129.138446,82.1,1912,30.39,0,수신
T00180,1,GLV-T11,2026-06-02 07:00:00,35.819156,129.136051,74.4,1848,30.61,0,수신
T00180,1,GLV-T11,2026-06-02 07:00:10,35.820045,129.13402,72.4,1844,30.82,0,수신
T00180,1,GLV-T11,2026-06-02 07:00:20,35.821148,129.132247,77.7,1896,31.02,0,수신
T00180,1,GLV-T11,2026-06-02 07:00:30,35.822325,129.130398,42.8,1509,31.24,0,수신
T00180,1,GLV-T11,2026-06-02 07:00:40,35.822958,129.129362,40,1434,31.36,0,수신
T00180,1,GLV-T11,2026-06-02 07:00:50,35.823623,129.128402,43.9,1511,31.47,0,수신
T00180,1,GLV-T11,2026-06-02 07:01:00,35.824315,129.127317,53.1,1547,31.59,0,수신
T00180,1,GLV-T11,2026-06-02 07:01:10,35.82509,129.126045,33.9,1355,31.74,0,수신
T00180,1,GLV-T11,2026-06-02 07:01:20,35.825657,129.125202,44.1,1537,31.83,0,수신
T00180,1,GLV-T11,2026-06-02 07:01:30,35.826288,129.124166,47.8,1480,31.95,0,수신
T00180,1,GLV-T11,2026-06-02 07:01:40,35.827066,129.123012,34.9,1346,32.09,0,수신
T00180,1,GLV-T11,2026-06-02 07:01:50,35.827607,129.12212,37.1,1407,32.18,0,수신
T00180,1,GLV-T11,2026-06-02 07:02:00,35.828107,129.1212,31.9,1313,32.29,0,수신
T00180,1,GLV-T11,2026-06-02 07:02:10,35.828546,129.120371,43.4,1512,32.37,0,수신
T00180,1,GLV-T11,2026-06-02 07:02:20,35.829118,129.119225,41.1,1465,32.5,0,수신
T00180,1,GLV-T11,2026-06-02 07:02:30,35.829555,129.11807,32.6,1354,32.61,0,수신
T00180,1,GLV-T11,2026-06-02 07:02:40,35.82987,129.117184,78.4,1887,32.7,0,수신
T00180,1,GLV-T11,2026-06-02 07:02:50,35.830505,129.114876,72.2,1815,32.92,0,수신
T00180,1,GLV-T11,2026-06-02 07:03:00,35.830801,129.112701,74.6,1850,33.12,0,수신
T00180,1,GLV-T11,2026-06-02 07:03:10,35.830981,129.110409,75.3,1892,33.33,0,수신
T00180,1,GLV-T11,2026-06-02 07:03:20,35.831008,129.108103,73.6,1815,33.53,0,수신
T00180,1,GLV-T11,2026-06-02 07:03:30,35.831055,129.105822,74.1,1834,33.74,0,수신
T00180,1,GLV-T11,2026-06-02 07:03:40,35.83123,129.103521,79.2,1907,33.95,0,수신
T00180,1,GLV-T11,2026-06-02 07:03:50,35.831945,129.101265,73,1754,34.17,0,수신
T00180,1,GLV-T11,2026-06-02 07:04:00,35.832922,129.099348,82.5,1912,34.37,0,수신
T00180,1,GLV-T11,2026-06-02 07:04:10,35.834024,129.097214,73.1,1830,34.6,0,수신
T00180,1,GLV-T11,2026-06-02 07:04:20,35.835034,129.09535,85.7,1922,34.8,0,수신
T00180,1,GLV-T11,2026-06-02 07:04:30,35.836272,129.093201,70.3,1741,35.04,0,수신
T00180,1,GLV-T11,2026-06-02 07:04:40,35.837412,129.091553,80.1,1951,35.23,0,수신
T00180,1,GLV-T11,2026-06-02 07:04:50,35.838854,129.089836,74.1,1776,35.46,0,수신
T00180,1,GLV-T11,2026-06-02 07:05:00,35.840268,129.088308,85.4,1969,35.66,0,수신
T00180,1,GLV-T11,2026-06-02 07:05:10,35.841977,129.086756,85.9,1971,35.9,0,수신
T00180,1,GLV-T11,2026-06-02 07:05:20,35.843776,129.085376,75.4,1885,36.14,0,수신
T00180,1,GLV-T11,2026-06-02 07:05:30,35.845462,129.084272,76,1889,36.35,0,수신
T00180,1,GLV-T11,2026-06-02 07:05:40,35.847164,129.083224,71.9,1776,36.56,0,수신
T00180,1,GLV-T11,2026-06-02 07:05:50,35.848781,129.082421,69.8,1748,36.76,0,수신
T00180,1,GLV-T11,2026-06-02 07:06:00,35.850479,129.081701,70,1757,36.95,0,수신
T00180,1,GLV-T11,2026-06-02 07:06:10,35.852115,129.081122,75.4,1803,37.15,0,수신
T00180,1,GLV-T11,2026-06-02 07:06:20,35.853971,129.080561,79.7,1883,37.36,0,수신
T00180,1,GLV-T11,2026-06-02 07:06:30,35.855902,129.079968,72.7,1812,37.58,0,수신
T00180,1,GLV-T11,2026-06-02 07:06:40,35.857561,129.079136,81.3,1955,37.78,0,수신
T00180,1,GLV-T11,2026-06-02 07:06:50,35.859196,129.077663,70.4,1838,38,0,수신
T00180,1,GLV-T11,2026-06-02 07:07:00,35.86055,129.076217,75.5,1852,38.2,0,수신
T00180,1,GLV-T11,2026-06-02 07:07:10,35.861976,129.074763,82.2,1877,38.41,0,수신
T00180,1,GLV-T11,2026-06-02 07:07:20,35.863542,129.073081,81.8,1873,38.64,0,수신
T00180,1,GLV-T11,2026-06-02 07:07:30,35.864998,129.071271,77.8,1871,38.87,0,수신
T00180,1,GLV-T11,2026-06-02 07:07:40,35.866138,129.069355,86.2,1950,39.08,0,수신
T00180,1,GLV-T11,2026-06-02 07:07:50,35.867468,129.067295,79.2,1877,39.32,0,수신
T00180,1,GLV-T11,2026-06-02 07:08:00,35.868797,129.065452,76.1,1856,39.54,0,수신
T00180,1,GLV-T11,2026-06-02 07:08:10,35.870131,129.063843,72.5,1779,39.75,0,수신
T00180,1,GLV-T11,2026-06-02 07:08:20,35.871409,129.062258,72.7,1751,39.95,0,수신
T00180,1,GLV-T11,2026-06-02 07:08:30,35.872627,129.060599,73.7,1834,40.16,0,수신
T00180,1,GLV-T11,2026-06-02 07:08:40,35.874156,129.059346,84.8,1920,40.36,0,수신
T00180,1,GLV-T11,2026-06-02 07:08:50,35.875992,129.058074,78.3,1821,40.6,0,수신
T00180,1,GLV-T11,2026-06-02 07:09:00,35.877709,129.056894,77.8,1921,40.81,0,수신
T00180,1,GLV-T11,2026-06-02 07:09:10,35.87943,129.05574,80.9,1862,41.03,0,수신
T00180,1,GLV-T11,2026-06-02 07:09:20,35.881238,129.054546,80.9,1858,41.25,0,수신
T00180,1,GLV-T11,2026-06-02 07:09:30,35.88288,129.053094,78.4,1827,41.48,0,수신
T00180,1,GLV-T11,2026-06-02 07:09:40,35.884365,129.051533,77,1812,41.7,0,수신
T00180,1,GLV-T11,2026-06-02 07:09:50,35.885812,129.049936,75,1783,41.91,0,수신
T00180,1,GLV-T11,2026-06-02 07:10:00,35.887166,129.048411,79.6,1850,42.12,0,수신
T00180,1,GLV-T11,2026-06-02 07:10:10,35.888577,129.046639,79.7,1939,42.34,0,수신
T00180,1,GLV-T11,2026-06-02 07:10:20,35.88949,129.044485,82.1,1952,42.56,0,수신
T00180,1,GLV-T11,2026-06-02 07:10:30,35.890168,129.042108,73.8,1849,42.79,0,수신
T00180,1,GLV-T11,2026-06-02 07:10:40,35.890776,129.03995,70.4,1770,43,0,수신
T00180,1,GLV-T11,2026-06-02 07:10:50,35.891369,129.037883,75.1,1826,43.19,0,수신
T00180,1,GLV-T11,2026-06-02 07:11:00,35.891952,129.035686,80.5,1937,43.4,0,수신
T00180,1,GLV-T11,2026-06-02 07:11:10,35.892388,129.033265,82.3,1857,43.62,0,수신
T00180,1,GLV-T11,2026-06-02 07:11:20,35.892225,129.030759,78,1860,43.85,0,수신
T00180,1,GLV-T11,2026-06-02 07:11:30,35.891893,129.028386,87.3,2015,44.07,0,수신
T00180,1,GLV-T11,2026-06-02 07:11:40,35.892012,129.025698,76.7,1850,44.31,0,수신
T00180,1,GLV-T11,2026-06-02 07:11:50,35.892645,129.023472,74.2,1863,44.52,0,수신
T00180,1,GLV-T11,2026-06-02 07:12:00,35.893493,129.021459,77.3,1845,44.73,0,수신
T00180,1,GLV-T11,2026-06-02 07:12:10,35.894419,129.019362,76.4,1838,44.95,0,수신
T00180,1,GLV-T11,2026-06-02 07:12:20,35.895312,129.017263,69.7,1822,45.16,0,수신
T00180,1,GLV-T11,2026-06-02 07:12:30,35.896133,129.015398,74.3,1786,45.35,0,수신
T00180,1,GLV-T11,2026-06-02 07:12:40,35.897326,129.013654,78.1,1839,45.56,0,수신
T00180,1,GLV-T11,2026-06-02 07:12:50,35.898925,129.012257,75.9,1814,45.77,0,수신
T00180,1,GLV-T11,2026-06-02 07:13:00,35.900721,129.011459,86.8,1942,45.98,0,수신
T00180,1,GLV-T11,2026-06-02 07:13:10,35.90285,129.010953,81,1882,46.23,0,수신
T00180,1,GLV-T11,2026-06-02 07:13:20,35.904829,129.010354,78.3,1858,46.45,0,수신
T00180,1,GLV-T11,2026-06-02 07:13:30,35.906711,129.009744,76,1905,46.67,0,수신
T00180,1,GLV-T11,2026-06-02 07:13:40,35.908512,129.009104,73.3,1853,46.88,0,수신
T00180,1,GLV-T11,2026-06-02 07:13:50,35.910313,129.008614,79,1881,47.08,0,수신
T00180,1,GLV-T11,2026-06-02 07:14:00,35.912264,129.008153,80.5,1907,47.3,0,수신
T00180,1,GLV-T11,2026-06-02 07:14:10,35.914222,129.007737,81.8,1851,47.53,0,수신
T00180,1,GLV-T11,2026-06-02 07:14:20,35.916178,129.00716,70.5,1755,47.75,0,수신
T00180,1,GLV-T11,2026-06-02 07:14:30,35.917872,129.006417,81.4,1918,47.95,0,수신
T00180,1,GLV-T11,2026-06-02 07:14:40,35.919625,129.00527,70.8,1741,48.18,0,수신
