ts,lat,lon,speed_kmh,rpm,odo_km
2026-08-09T21:05:00.000Z,35.111939,128.802818,70,1500,5.833
2026-08-09T21:05:10.000Z,35.112740,128.803121,70,1500,6.028
2026-08-09T21:05:20.000Z,35.113542,128.803425,70,1500,6.222
2026-08-09T21:05:30.000Z,35.114343,128.803729,70,1500,6.417
2026-08-09T21:05:40.000Z,35.115144,128.804033,70,1500,6.611
2026-08-09T21:05:50.000Z,35.115946,128.804337,70,1500,6.806
2026-08-09T21:06:00.000Z,35.116747,128.804641,70,1500,7.000
2026-08-09T21:06:10.000Z,35.117548,128.804945,70,1500,7.194
2026-08-09T21:06:20.000Z,35.118350,128.805249,70,1500,7.389
2026-08-09T21:06:30.000Z,35.119151,128.805553,70,1500,7.583
2026-08-09T21:06:40.000Z,35.119952,128.805857,70,1500,7.778
2026-08-09T21:06:50.000Z,35.120754,128.806161,70,1500,7.972
2026-08-09T21:07:00.000Z,35.121555,128.806465,70,1500,8.167
2026-08-09T21:07:10.000Z,35.122356,128.806768,70,1500,8.361
2026-08-09T21:07:20.000Z,35.123157,128.807072,70,1500,8.556
2026-08-09T21:07:30.000Z,35.123959,128.807376,70,1500,8.750
2026-08-09T21:07:40.000Z,35.124760,128.807680,70,1500,8.944
2026-08-09T21:07:50.000Z,35.125561,128.807984,70,1500,9.139
2026-08-09T21:08:00.000Z,35.126363,128.808288,70,1500,9.333
2026-08-09T21:08:10.000Z,35.127164,128.808592,70,1500,9.528
2026-08-09T21:08:20.000Z,35.127965,128.808896,70,1500,9.722
2026-08-09T21:08:30.000Z,35.128767,128.809200,70,1500,9.917
2026-08-09T21:08:40.000Z,35.129568,128.809504,70,1500,10.111
2026-08-09T21:08:50.000Z,35.130369,128.809808,70,1500,10.306
2026-08-09T21:09:00.000Z,35.131170,128.810112,70,1500,10.500
2026-08-09T21:09:10.000Z,35.131972,128.810415,70,1500,10.694
2026-08-09T21:09:20.000Z,35.132773,128.810719,70,1500,10.889
2026-08-09T21:09:30.000Z,35.133574,128.811023,70,1500,11.083
2026-08-09T21:09:40.000Z,35.134376,128.811327,70,1500,11.278
2026-08-09T21:09:50.000Z,35.135177,128.811631,70,1500,11.472
2026-08-09T21:10:00.000Z,35.135978,128.811935,70,1500,11.667
2026-08-09T21:10:10.000Z,35.136780,128.812239,70,1500,11.861
2026-08-09T21:10:20.000Z,35.137581,128.812543,70,1500,12.056
2026-08-09T21:10:30.000Z,35.138382,128.812847,70,1500,12.250
2026-08-09T21:10:40.000Z,35.139184,128.813151,70,1500,12.444
2026-08-09T21:10:50.000Z,35.139985,128.813455,70,1500,12.639
2026-08-09T21:11:00.000Z,35.140786,128.813759,70,1500,12.833
2026-08-09T21:11:10.000Z,35.141587,128.814062,70,1500,13.028
2026-08-09T21:11:20.000Z,35.142389,128.814366,70,1500,13.222
2026-08-09T21:11:30.000Z,35.143190,128.814670,70,1500,13.417
2026-08-09T21:11:40.000Z,35.143991,128.814974,70,1500,13.611
2026-08-09T21:11:50.000Z,35.144793,128.815278,70,1500,13.806
2026-08-09T21:12:00.000Z,35.145594,128.815582,70,1500,14.000
2026-08-09T21:12:10.000Z,35.146395,128.815886,70,1500,14.194
2026-08-09T21:12:20.000Z,35.147197,128.816190,70,1500,14.389
2026-08-09T21:12:30.000Z,35.147998,128.816494,70,1500,14.583
2026-08-09T21:12:40.000Z,35.148799,128.816798,70,1500,14.778
2026-08-09T21:12:50.000Z,35.149601,128.817102,70,1500,14.972
2026-08-09T21:13:00.000Z,35.150402,128.817406,70,1500,15.167
2026-08-09T21:13:10.000Z,35.151203,128.817709,70,1500,15.361
2026-08-09T21:13:20.000Z,35.152004,128.818013,70,1500,15.556
2026-08-09T21:13:30.000Z,35.152806,128.818317,70,1500,15.750
2026-08-09T21:13:40.000Z,35.153607,128.818621,70,1500,15.944
2026-08-09T21:13:50.000Z,35.154408,128.818925,70,1500,16.139
2026-08-09T21:14:00.000Z,35.155210,128.819229,70,1500,16.333
2026-08-09T21:14:10.000Z,35.156011,128.819533,70,1500,16.528
2026-08-09T21:14:20.000Z,35.156812,128.819837,70,1500,16.722
2026-08-09T21:14:30.000Z,35.157614,128.820141,70,1500,16.917
2026-08-09T21:14:40.000Z,35.158415,128.820445,70,1500,17.111
2026-08-09T21:14:50.000Z,35.159216,128.820749,70,1500,17.306
2026-08-09T21:15:00.000Z,35.160017,128.821053,70,1500,17.500
2026-08-09T21:15:10.000Z,35.160819,128.821356,70,1500,17.694
2026-08-09T21:15:20.000Z,35.161620,128.821660,70,1500,17.889
2026-08-09T21:15:30.000Z,35.162421,128.821964,70,1500,18.083
2026-08-09T21:15:40.000Z,35.163223,128.822268,70,1500,18.278
2026-08-09T21:15:50.000Z,35.164024,128.822572,70,1500,18.472
2026-08-09T21:16:00.000Z,35.164825,128.822876,70,1500,18.667
2026-08-09T21:16:10.000Z,35.165627,128.823180,70,1500,18.861
2026-08-09T21:16:20.000Z,35.166428,128.823484,70,1500,19.056
2026-08-09T21:16:30.000Z,35.167229,128.823788,70,1500,19.250
2026-08-09T21:16:40.000Z,35.168031,128.824092,70,1500,19.444
2026-08-09T21:16:50.000Z,35.168832,128.824396,70,1500,19.639
2026-08-09T21:17:00.000Z,35.169633,128.824700,70,1500,19.833
2026-08-09T21:17:10.000Z,35.170434,128.825003,70,1500,20.028
2026-08-09T21:17:20.000Z,35.171236,128.825307,70,1500,20.222
2026-08-09T21:17:30.000Z,35.172037,128.825611,70,1500,20.417
2026-08-09T21:17:40.000Z,35.172838,128.825915,70,1500,20.611
2026-08-09T21:17:50.000Z,35.173640,128.826219,70,1500,20.806
2026-08-09T21:18:00.000Z,35.174441,128.826523,70,1500,21.000
2026-08-09T21:18:10.000Z,35.175242,128.826827,70,1500,21.194
2026-08-09T21:18:20.000Z,35.176044,128.827131,70,1500,21.389
2026-08-09T21:18:30.000Z,35.176845,128.827435,70,1500,21.583
2026-08-09T21:18:40.000Z,35.177646,128.827739,70,1500,21.778
2026-08-09T21:18:50.000Z,35.178448,128.828043,70,1500,21.972
2026-08-09T21:19:00.000Z,35.179249,128.828347,70,1500,22.167
2026-08-09T21:19:10.000Z,35.180050,128.828650,70,1500,22.361
2026-08-09T21:19:20.000Z,35.180851,128.828954,70,1500,22.556
2026-08-09T21:19:30.000Z,35.181653,128.829258,70,1500,22.750
2026-08-09T21:19:40.000Z,35.182454,128.829562,70,1500,22.944
2026-08-09T21:19:50.000Z,35.183255,128.829866,70,1500,23.139
2026-08-09T21:20:00.000Z,35.184057,128.830170,70,1500,23.333
2026-08-09T21:20:10.000Z,35.184858,128.830474,70,1500,23.528
2026-08-09T21:20:20.000Z,35.185659,128.830778,70,1500,23.722
2026-08-09T21:20:30.000Z,35.186461,128.831082,70,1500,23.917
2026-08-09T21:20:40.000Z,35.187262,128.831386,70,1500,24.111
2026-08-09T21:20:50.000Z,35.188063,128.831690,70,1500,24.306
2026-08-09T21:21:00.000Z,35.188865,128.831994,70,1500,24.500
2026-08-09T21:21:10.000Z,35.189666,128.832297,70,1500,24.694
2026-08-09T21:21:20.000Z,35.190467,128.832601,70,1500,24.889
2026-08-09T21:21:30.000Z,35.191268,128.832905,70,1500,25.083
2026-08-09T21:21:40.000Z,35.192070,128.833209,70,1500,25.278
2026-08-09T21:21:50.000Z,35.192871,128.833513,70,1500,25.472
2026-08-09T21:22:00.000Z,35.193672,128.833817,70,1500,25.667
2026-08-09T21:22:10.000Z,35.194474,128.834121,70,1500,25.861
2026-08-09T21:22:20.000Z,35.195275,128.834425,70,1500,26.056
2026-08-09T21:22:30.000Z,35.196076,128.834729,70,1500,26.250
2026-08-09T21:22:40.000Z,35.196878,128.835033,70,1500,26.444
2026-08-09T21:22:50.000Z,35.197679,128.835337,70,1500,26.639
2026-08-09T21:23:00.000Z,35.198480,128.835641,70,1500,26.833
2026-08-09T21:23:10.000Z,35.199281,128.835944,70,1500,27.028
2026-08-09T21:23:20.000Z,35.200083,128.836248,70,1500,27.222
2026-08-09T21:23:30.000Z,35.200884,128.836552,70,1500,27.417
2026-08-09T21:23:40.000Z,35.201685,128.836856,70,1500,27.611
2026-08-09T21:23:50.000Z,35.202487,128.837160,70,1500,27.806
2026-08-09T21:24:00.000Z,35.203288,128.837464,70,1500,28.000
2026-08-09T21:24:10.000Z,35.204089,128.837768,70,1500,28.194
2026-08-09T21:24:20.000Z,35.204891,128.838072,70,1500,28.389
2026-08-09T21:24:30.000Z,35.205692,128.838376,70,1500,28.583
2026-08-09T21:24:40.000Z,35.206493,128.838680,70,1500,28.778
2026-08-09T21:24:50.000Z,35.207295,128.838984,70,1500,28.972
2026-08-09T21:25:00.000Z,35.208096,128.839287,70,1500,29.167
2026-08-09T21:25:10.000Z,35.208897,128.839591,70,1500,29.361
2026-08-09T21:25:20.000Z,35.209698,128.839895,70,1500,29.556
2026-08-09T21:25:30.000Z,35.210500,128.840199,70,1500,29.750
2026-08-09T21:25:40.000Z,35.211301,128.840503,70,1500,29.944
2026-08-09T21:25:50.000Z,35.212102,128.840807,70,1500,30.139
2026-08-09T21:26:00.000Z,35.212904,128.841111,70,1500,30.333
2026-08-09T21:26:10.000Z,35.213705,128.841415,70,1500,30.528
2026-08-09T21:26:20.000Z,35.214506,128.841719,70,1500,30.722
2026-08-09T21:26:30.000Z,35.215308,128.842023,70,1500,30.917
2026-08-09T21:26:40.000Z,35.216109,128.842327,70,1500,31.111
2026-08-09T21:26:50.000Z,35.216910,128.842631,70,1500,31.306
2026-08-09T21:27:00.000Z,35.217712,128.842934,70,1500,31.500
2026-08-09T21:27:10.000Z,35.218513,128.843238,70,1500,31.694
2026-08-09T21:27:20.000Z,35.219314,128.843542,70,1500,31.889
2026-08-09T21:27:30.000Z,35.220115,128.843846,70,1500,32.083
2026-08-09T21:27:40.000Z,35.220917,128.844150,70,1500,32.278
2026-08-09T21:27:50.000Z,35.221718,128.844454,70,1500,32.472
2026-08-09T21:28:00.000Z,35.222519,128.844758,70,1500,32.667
2026-08-09T21:28:10.000Z,35.223321,128.845062,70,1500,32.861
2026-08-09T21:28:20.000Z,35.224122,128.845366,70,1500,33.056
2026-08-09T21:28:30.000Z,35.224923,128.845670,70,1500,33.250
2026-08-09T21:28:40.000Z,35.225725,128.845974,70,1500,33.444
2026-08-09T21:28:50.000Z,35.226526,128.846278,70,1500,33.639
2026-08-09T21:29:00.000Z,35.227327,128.846581,70,1500,33.833
2026-08-09T21:29:10.000Z,35.228128,128.846885,70,1500,34.028
2026-08-09T21:29:20.000Z,35.228930,128.847189,70,1500,34.222
2026-08-09T21:29:30.000Z,35.229731,128.847493,70,1500,34.417
2026-08-09T21:29:40.000Z,35.230532,128.847797,70,1500,34.611
2026-08-09T21:29:50.000Z,35.231334,128.848101,70,1500,34.806
2026-08-09T21:30:00.000Z,35.232135,128.848405,70,1500,35.000
2026-08-09T21:30:10.000Z,35.232936,128.848709,70,1500,35.194
2026-08-09T21:30:20.000Z,35.233738,128.849013,70,1500,35.389
2026-08-09T21:30:30.000Z,35.234539,128.849317,70,1500,35.583
2026-08-09T21:30:40.000Z,35.235340,128.849621,70,1500,35.778
2026-08-09T21:30:50.000Z,35.236142,128.849925,70,1500,35.972
2026-08-09T21:31:00.000Z,35.236943,128.850228,70,1500,36.167
2026-08-09T21:31:10.000Z,35.237744,128.850532,70,1500,36.361
2026-08-09T21:31:20.000Z,35.238545,128.850836,70,1500,36.556
2026-08-09T21:31:30.000Z,35.239347,128.851140,70,1500,36.750
2026-08-09T21:31:40.000Z,35.240148,128.851444,70,1500,36.944
2026-08-09T21:31:50.000Z,35.240949,128.851748,70,1500,37.139
2026-08-09T21:32:00.000Z,35.241751,128.852052,70,1500,37.333
2026-08-09T21:32:10.000Z,35.242552,128.852356,70,1500,37.528
2026-08-09T21:32:20.000Z,35.243353,128.852660,70,1500,37.722
2026-08-09T21:32:30.000Z,35.244155,128.852964,70,1500,37.917
2026-08-09T21:32:40.000Z,35.244956,128.853268,70,1500,38.111
2026-08-09T21:32:50.000Z,35.245757,128.853572,70,1500,38.306
2026-08-09T21:33:00.000Z,35.246558,128.853875,70,1500,38.500
2026-08-09T21:33:10.000Z,35.247360,128.854179,70,1500,38.694
2026-08-09T21:33:20.000Z,35.248161,128.854483,70,1500,38.889
2026-08-09T21:33:30.000Z,35.248962,128.854787,70,1500,39.083
2026-08-09T21:33:40.000Z,35.249764,128.855091,70,1500,39.278
2026-08-09T21:33:50.000Z,35.250565,128.855395,70,1500,39.472
2026-08-09T21:34:00.000Z,35.251366,128.855699,70,1500,39.667
2026-08-09T21:34:10.000Z,35.252168,128.856003,70,1500,39.861
2026-08-09T21:34:20.000Z,35.252969,128.856307,70,1500,40.056
2026-08-09T21:34:30.000Z,35.253770,128.856611,70,1500,40.250
2026-08-09T21:34:40.000Z,35.254572,128.856915,70,1500,40.444
2026-08-09T21:34:50.000Z,35.255373,128.857219,70,1500,40.639
2026-08-09T21:35:00.000Z,35.256174,128.857522,70,1500,40.833
2026-08-09T21:35:10.000Z,35.256975,128.857826,70,1500,41.028
2026-08-09T21:35:20.000Z,35.257777,128.858130,70,1500,41.222
2026-08-09T21:35:30.000Z,35.258578,128.858434,70,1500,41.417
2026-08-09T21:35:40.000Z,35.259379,128.858738,70,1500,41.611
2026-08-09T21:35:50.000Z,35.260181,128.859042,70,1500,41.806
2026-08-09T21:36:00.000Z,35.260982,128.859346,70,1500,42.000
2026-08-09T21:36:10.000Z,35.261783,128.859650,70,1500,42.194
2026-08-09T21:36:20.000Z,35.262585,128.859954,70,1500,42.389
2026-08-09T21:36:30.000Z,35.263386,128.860258,70,1500,42.583
2026-08-09T21:36:40.000Z,35.264187,128.860562,70,1500,42.778
2026-08-09T21:36:50.000Z,35.264989,128.860866,70,1500,42.972
2026-08-09T21:37:00.000Z,35.265790,128.861169,70,1500,43.167
2026-08-09T21:37:10.000Z,35.266591,128.861473,70,1500,43.361
2026-08-09T21:37:20.000Z,35.267392,128.861777,70,1500,43.556
2026-08-09T21:37:30.000Z,35.268194,128.862081,70,1500,43.750
2026-08-09T21:37:40.000Z,35.268995,128.862385,70,1500,43.944
2026-08-09T21:37:50.000Z,35.269796,128.862689,70,1500,44.139
2026-08-09T21:38:00.000Z,35.270598,128.862993,70,1500,44.333
2026-08-09T21:38:10.000Z,35.271399,128.863297,70,1500,44.528
2026-08-09T21:38:20.000Z,35.272200,128.863601,70,1500,44.722
2026-08-09T21:38:30.000Z,35.273002,128.863905,70,1500,44.917
2026-08-09T21:38:40.000Z,35.273803,128.864209,70,1500,45.111
2026-08-09T21:38:50.000Z,35.274604,128.864513,70,1500,45.306
2026-08-09T21:39:00.000Z,35.275405,128.864816,70,1500,45.500
2026-08-09T21:39:10.000Z,35.276207,128.865120,70,1500,45.694
2026-08-09T21:39:20.000Z,35.277008,128.865424,70,1500,45.889
2026-08-09T21:39:30.000Z,35.277809,128.865728,70,1500,46.083
2026-08-09T21:39:40.000Z,35.278611,128.866032,70,1500,46.278
2026-08-09T21:39:50.000Z,35.279412,128.866336,70,1500,46.472
2026-08-09T21:40:00.000Z,35.280213,128.866640,70,1500,46.667
2026-08-09T21:40:10.000Z,35.281015,128.866944,70,1500,46.861
2026-08-09T21:40:20.000Z,35.281816,128.867248,70,1500,47.056
2026-08-09T21:40:30.000Z,35.282617,128.867552,70,1500,47.250
2026-08-09T21:40:40.000Z,35.283419,128.867856,70,1500,47.444
2026-08-09T21:40:50.000Z,35.284220,128.868160,70,1500,47.639
2026-08-09T21:41:00.000Z,35.285021,128.868463,70,1500,47.833
2026-08-09T21:41:10.000Z,35.285822,128.868767,70,1500,48.028
2026-08-09T21:41:20.000Z,35.286624,128.869071,70,1500,48.222
2026-08-09T21:41:30.000Z,35.287425,128.869375,70,1500,48.417
2026-08-09T21:41:40.000Z,35.288226,128.869679,70,1500,48.611
2026-08-09T21:41:50.000Z,35.289028,128.869983,70,1500,48.806
2026-08-09T21:42:00.000Z,35.289829,128.870287,70,1500,49.000
2026-08-09T21:42:10.000Z,35.290630,128.870591,70,1500,49.194
2026-08-09T21:42:20.000Z,35.291432,128.870895,70,1500,49.389
2026-08-09T21:42:30.000Z,35.292233,128.871199,70,1500,49.583
2026-08-09T21:42:40.000Z,35.293034,128.871503,70,1500,49.778
2026-08-09T21:42:50.000Z,35.293836,128.871807,70,1500,49.972
2026-08-09T21:43:00.000Z,35.294637,128.872110,70,1500,50.167
2026-08-09T21:43:10.000Z,35.295438,128.872414,70,1500,50.361
2026-08-09T21:43:20.000Z,35.296239,128.872718,70,1500,50.556
2026-08-09T21:43:30.000Z,35.297041,128.873022,70,1500,50.750
2026-08-09T21:43:40.000Z,35.297842,128.873326,70,1500,50.944
2026-08-09T21:43:50.000Z,35.298643,128.873630,70,1500,51.139
2026-08-09T21:44:00.000Z,35.299445,128.873934,70,1500,51.333
2026-08-09T21:44:10.000Z,35.300246,128.874238,70,1500,51.528
2026-08-09T21:44:20.000Z,35.301047,128.874542,70,1500,51.722
2026-08-09T21:44:30.000Z,35.301849,128.874846,70,1500,51.917
2026-08-09T21:44:40.000Z,35.302650,128.875150,70,1500,52.111
2026-08-09T21:44:50.000Z,35.303451,128.875454,70,1500,52.306
2026-08-09T21:45:00.000Z,35.304252,128.875757,70,1500,52.500
2026-08-09T21:45:10.000Z,35.305054,128.876061,70,1500,52.694
2026-08-09T21:45:20.000Z,35.305855,128.876365,70,1500,52.889
2026-08-09T21:45:30.000Z,35.306656,128.876669,70,1500,53.083
2026-08-09T21:45:40.000Z,35.307458,128.876973,70,1500,53.278
2026-08-09T21:45:50.000Z,35.308259,128.877277,70,1500,53.472
2026-08-09T21:46:00.000Z,35.309060,128.877581,70,1500,53.667
2026-08-09T21:46:10.000Z,35.309862,128.877885,70,1500,53.861
2026-08-09T21:46:20.000Z,35.310663,128.878189,70,1500,54.056
2026-08-09T21:46:30.000Z,35.311464,128.878493,70,1500,54.250
2026-08-09T21:46:40.000Z,35.312266,128.878797,70,1500,54.444
2026-08-09T21:46:50.000Z,35.313067,128.879101,70,1500,54.639
2026-08-09T21:47:00.000Z,35.313868,128.879404,70,1500,54.833
2026-08-09T21:47:10.000Z,35.314669,128.879708,70,1500,55.028
2026-08-09T21:47:20.000Z,35.315471,128.880012,70,1500,55.222
2026-08-09T21:47:30.000Z,35.316272,128.880316,70,1500,55.417
2026-08-09T21:47:40.000Z,35.317073,128.880620,70,1500,55.611
2026-08-09T21:47:50.000Z,35.317875,128.880924,70,1500,55.806
2026-08-09T21:48:00.000Z,35.318676,128.881228,70,1500,56.000
2026-08-09T21:48:10.000Z,35.319477,128.881532,70,1500,56.194
2026-08-09T21:48:20.000Z,35.320279,128.881836,70,1500,56.389
2026-08-09T21:48:30.000Z,35.321080,128.882140,70,1500,56.583
2026-08-09T21:48:40.000Z,35.321881,128.882444,70,1500,56.778
2026-08-09T21:48:50.000Z,35.322683,128.882748,70,1500,56.972
2026-08-09T21:49:00.000Z,35.323484,128.883051,70,1500,57.167
2026-08-09T21:49:10.000Z,35.324285,128.883355,70,1500,57.361
2026-08-09T21:49:20.000Z,35.325086,128.883659,70,1500,57.556
2026-08-09T21:49:30.000Z,35.325888,128.883963,70,1500,57.750
2026-08-09T21:49:40.000Z,35.326689,128.884267,70,1500,57.944
2026-08-09T21:49:50.000Z,35.327490,128.884571,70,1500,58.139
2026-08-09T21:50:00.000Z,35.328292,128.884875,70,1500,58.333
2026-08-09T21:50:10.000Z,35.329093,128.885179,70,1500,58.528
2026-08-09T21:50:20.000Z,35.329894,128.885483,70,1500,58.722
2026-08-09T21:50:30.000Z,35.330696,128.885787,70,1500,58.917
2026-08-09T21:50:40.000Z,35.331497,128.886091,70,1500,59.111
2026-08-09T21:50:50.000Z,35.332298,128.886395,70,1500,59.306
2026-08-09T21:51:00.000Z,35.333099,128.886698,70,1500,59.500
2026-08-09T21:51:10.000Z,35.333901,128.887002,70,1500,59.694
2026-08-09T21:51:20.000Z,35.334702,128.887306,70,1500,59.889
2026-08-09T21:51:30.000Z,35.335503,128.887610,70,1500,60.083
2026-08-09T21:51:40.000Z,35.336305,128.887914,70,1500,60.278
2026-08-09T21:51:50.000Z,35.337106,128.888218,70,1500,60.472
2026-08-09T21:52:00.000Z,35.337907,128.888522,70,1500,60.667
2026-08-09T21:52:10.000Z,35.338709,128.888826,70,1500,60.861
2026-08-09T21:52:20.000Z,35.339510,128.889130,70,1500,61.056
2026-08-09T21:52:30.000Z,35.340311,128.889434,70,1500,61.250
2026-08-09T21:52:40.000Z,35.341113,128.889738,70,1500,61.444
2026-08-09T21:52:50.000Z,35.341914,128.890042,70,1500,61.639
2026-08-09T21:53:00.000Z,35.342715,128.890345,70,1500,61.833
2026-08-09T21:53:10.000Z,35.343516,128.890649,70,1500,62.028
2026-08-09T21:53:20.000Z,35.344318,128.890953,70,1500,62.222
2026-08-09T21:53:30.000Z,35.345119,128.891257,70,1500,62.417
2026-08-09T21:53:40.000Z,35.345920,128.891561,70,1500,62.611
2026-08-09T21:53:50.000Z,35.346722,128.891865,70,1500,62.806
2026-08-09T21:54:00.000Z,35.347523,128.892169,70,1500,63.000
2026-08-09T21:54:10.000Z,35.348324,128.892473,70,1500,63.194
2026-08-09T21:54:20.000Z,35.349126,128.892777,70,1500,63.389
2026-08-09T21:54:30.000Z,35.349927,128.893081,70,1500,63.583
2026-08-09T21:54:40.000Z,35.350728,128.893385,70,1500,63.778
2026-08-09T21:54:50.000Z,35.351530,128.893689,70,1500,63.972
2026-08-09T21:55:00.000Z,35.352331,128.893992,70,1500,64.167
2026-08-09T21:55:10.000Z,35.353132,128.894296,70,1500,64.361
2026-08-09T21:55:20.000Z,35.353933,128.894600,70,1500,64.556
2026-08-09T21:55:30.000Z,35.354735,128.894904,70,1500,64.750
2026-08-09T21:55:40.000Z,35.355536,128.895208,70,1500,64.944
2026-08-09T21:55:50.000Z,35.356337,128.895512,70,1500,65.139
2026-08-09T21:56:00.000Z,35.357139,128.895816,70,1500,65.333
2026-08-09T21:56:10.000Z,35.357940,128.896120,70,1500,65.528
2026-08-09T21:56:20.000Z,35.358741,128.896424,70,1500,65.722
2026-08-09T21:56:30.000Z,35.359543,128.896728,70,1500,65.917
2026-08-09T21:56:40.000Z,35.360344,128.897032,70,1500,66.111
2026-08-09T21:56:50.000Z,35.361145,128.897336,70,1500,66.306
2026-08-09T21:57:00.000Z,35.361947,128.897639,70,1500,66.500
2026-08-09T21:57:10.000Z,35.362748,128.897943,70,1500,66.694
2026-08-09T21:57:20.000Z,35.363549,128.898247,70,1500,66.889
2026-08-09T21:57:30.000Z,35.364350,128.898551,70,1500,67.083
2026-08-09T21:57:40.000Z,35.365152,128.898855,70,1500,67.278
2026-08-09T21:57:50.000Z,35.365953,128.899159,70,1500,67.472
2026-08-09T21:58:00.000Z,35.366754,128.899463,70,1500,67.667
2026-08-09T21:58:10.000Z,35.367556,128.899767,70,1500,67.861
2026-08-09T21:58:20.000Z,35.368357,128.900071,70,1500,68.056
2026-08-09T21:58:30.000Z,35.369158,128.900375,70,1500,68.250
2026-08-09T21:58:40.000Z,35.369960,128.900679,70,1500,68.444
2026-08-09T21:58:50.000Z,35.370761,128.900983,70,1500,68.639
2026-08-09T21:59:00.000Z,35.371562,128.901286,70,1500,68.833
2026-08-09T21:59:10.000Z,35.372363,128.901590,70,1500,69.028
2026-08-09T21:59:20.000Z,35.373165,128.901894,70,1500,69.222
2026-08-09T21:59:30.000Z,35.373966,128.902198,70,1500,69.417
2026-08-09T21:59:40.000Z,35.374767,128.902502,70,1500,69.611
2026-08-09T21:59:50.000Z,35.375569,128.902806,70,1500,69.806
2026-08-09T22:00:00.000Z,35.376370,128.903110,70,1500,70.000
2026-08-09T22:00:10.000Z,35.377171,128.903414,70,1500,70.194
2026-08-09T22:00:20.000Z,35.377973,128.903718,70,1500,70.389
2026-08-09T22:00:30.000Z,35.378774,128.904022,70,1500,70.583
2026-08-09T22:00:40.000Z,35.379575,128.904326,70,1500,70.778
2026-08-09T22:00:50.000Z,35.380377,128.904630,70,1500,70.972
2026-08-09T22:01:00.000Z,35.381178,128.904933,70,1500,71.167
2026-08-09T22:01:10.000Z,35.381979,128.905237,70,1500,71.361
2026-08-09T22:01:20.000Z,35.382780,128.905541,70,1500,71.556
2026-08-09T22:01:30.000Z,35.383582,128.905845,70,1500,71.750
2026-08-09T22:01:40.000Z,35.384383,128.906149,70,1500,71.944
2026-08-09T22:01:50.000Z,35.385184,128.906453,70,1500,72.139
2026-08-09T22:02:00.000Z,35.385986,128.906757,70,1500,72.333
2026-08-09T22:02:10.000Z,35.386787,128.907061,70,1500,72.528
2026-08-09T22:02:20.000Z,35.387588,128.907365,70,1500,72.722
2026-08-09T22:02:30.000Z,35.388390,128.907669,70,1500,72.917
2026-08-09T22:02:40.000Z,35.389191,128.907973,70,1500,73.111
2026-08-09T22:02:50.000Z,35.389992,128.908277,70,1500,73.306
2026-08-09T22:03:00.000Z,35.390794,128.908580,70,1500,73.500
2026-08-09T22:03:10.000Z,35.391595,128.908884,70,1500,73.694
2026-08-09T22:03:20.000Z,35.392396,128.909188,70,1500,73.889
2026-08-09T22:03:30.000Z,35.393197,128.909492,70,1500,74.083
2026-08-09T22:03:40.000Z,35.393999,128.909796,70,1500,74.278
2026-08-09T22:03:50.000Z,35.394800,128.910100,70,1500,74.472
2026-08-09T22:04:00.000Z,35.395601,128.910404,70,1500,74.667
2026-08-09T22:04:10.000Z,35.396403,128.910708,70,1500,74.861
2026-08-09T22:04:20.000Z,35.397204,128.911012,70,1500,75.056
