vehicle_id,date,report_time,speed_kmh,distance_km,result,addr_jibun,addr_poi,voltage,load_state_raw
SB-000001,2026-08-12,2026-08-12 09:06:53,29,14,DTG 데이터,전라남도 광양시 금호동 663(41m 범위),전라남도 광양시 금호동 포스코광양제철소(379m →),27.8,공차
SB-000001,2026-08-12,2026-08-12 09:08:53,0,15,DTG 데이터,전라남도 광양시 금호동 791(315m 범위),전라남도 광양시 금호동 2문(232m ↓),27.1,공차
SB-000001,2026-08-12,2026-08-12 09:10:53,19,15,DTG 데이터,전라남도 광양시 금호동 791(140m 범위),전라남도 광양시 금호동 2문(11m →),27.6,공차
SB-000001,2026-08-12,2026-08-12 09:12:52,63,16,DTG 데이터,전라남도 광양시 태인동 1652-8(44m 범위),전라남도 광양시 태인동 GS칼텍스(24m ↘),27.6,공차
SB-000001,2026-08-12,2026-08-12 09:14:53,0,18,DTG 데이터,전라남도 광양시 태인동 1654-7(86m 범위),전라남도 광양시 태인동 세정테크(57m ↙),27.4,공차
SB-000001,2026-08-12,2026-08-12 09:16:53,0,18,DTG 데이터,전라남도 광양시 태인동 1654-7(77m 범위),전라남도 광양시 태인동 세정테크(42m ↙),27.1,공차
SB-000001,2026-08-12,2026-08-12 09:17:04,0,18,DTG GPS 이상,전라남도 광양시 태인동 1654-7(75m 범위),전라남도 광양시 태인동 세정테크(41m ↙),27,공차
SB-000001,2026-08-12,2026-08-12 09:18:53,30,19,DTG 데이터,전라남도 광양시 태인동 1653-11(61m 범위),전라남도 광양시 태인동 케이아이씨(59m ↖),27,공차
SB-000001,2026-08-12,2026-08-12 09:20:53,30,20,DTG 데이터,전라남도 광양시 태인동 1664-2(21m 범위),전라남도 광양시 태인동 대성이엔지(22m ↘),27.3,공차
SB-000001,2026-08-12,2026-08-12 09:22:53,13,21,DTG 데이터,전라남도 광양시 금호동 791(152m 범위),전라남도 광양시 금호동 2문(25m ↖),27.7,공차
SB-000001,2026-08-12,2026-08-12 09:24:53,40,22,DTG 데이터,전라남도 광양시 금호동 637(175m 범위),전라남도 광양시 금호동 제철삼거리(294m ↘),27.4,공차
SB-000001,2026-08-12,2026-08-12 09:26:52,0,22,DTG 데이터,전라남도 광양시 금호동 658(105m 범위),전라남도 광양시 금호동 정문(188m ↘),26.9,공차
SB-000001,2026-08-12,2026-08-12 09:28:54,0,22,DTG 데이터,전라남도 광양시 금호동 658(100m 범위),전라남도 광양시 금호동 정문(183m ↘),27.2,공차
SB-000001,2026-08-12,2026-08-12 09:30:53,0,22,DTG 데이터,전라남도 광양시 금호동 658(102m 범위),전라남도 광양시 금호동 정문(187m ↘),26.9,공차
SB-000001,2026-08-12,2026-08-12 09:30:56,0,22,공회전감지,전라남도 광양시 금호동 658(103m 범위),전라남도 광양시 금호동 정문(187m ↘),26.9,공차
SB-000001,2026-08-12,2026-08-12 09:31:42,10,22,공회전종료,전라남도 광양시 금호동 658(101m 범위),전라남도 광양시 금호동 정문(182m ↘),27.4,공차
SB-000001,2026-08-12,2026-08-12 09:32:53,24,23,DTG 데이터,전라남도 광양시 금호동 636(205m 범위),전라남도 광양시 금호동 1문(377m ↘),27.4,공차
SB-000001,2026-08-12,2026-08-12 09:34:53,0,23,DTG 데이터,전라남도 광양시 금호동 636(292m 범위),전라남도 광양시 금호동 포렌(370m ↑),26.5,공차
SB-000001,2026-08-12,2026-08-12 09:36:53,0,23,DTG 데이터,전라남도 광양시 금호동 636(405m 범위),전라남도 광양시 금호동 광일엔지니어링(297m ↖),27.7,공차
SB-000001,2026-08-12,2026-08-12 09:38:53,0,23,DTG 데이터,전라남도 광양시 금호동 636(396m 범위),전라남도 광양시 금호동 광일엔지니어링(298m ↖),27.2,공차
SB-000001,2026-08-12,2026-08-12 09:40:53,13,23,DTG 데이터,전라남도 광양시 금호동 636(396m 범위),전라남도 광양시 금호동 광일엔지니어링(267m ↖),27.7,공차
SB-000001,2026-08-12,2026-08-12 09:42:53,11,24,DTG 데이터,전라남도 광양시 금호동 631(194m 범위),전라남도 광양시 금호동 광일엔지니어링(405m ←),27.6,공차
SB-000001,2026-08-12,2026-08-12 09:44:52,43,24,DTG 데이터,전라남도 광양시 금호동 657(5m 범위),주변에 특정 건물이 없습니다,27.8,공차
SB-000001,2026-08-12,2026-08-12 09:46:52,27,25,DTG 데이터,전라남도 광양시 금호동 634(62m 범위),전라남도 광양시 금호동 한유엘엔에스(176m ↗),27.4,공차
SB-000001,2026-08-12,2026-08-12 09:48:53,31,26,DTG 데이터,전라남도 광양시 금호동 802(97m 범위),전라남도 광양시 금호동 아르고마린토탈(152m →),27.3,공차
SB-000001,2026-08-12,2026-08-12 09:50:53,0,26,DTG 데이터,전라남도 광양시 금호동 803(118m 범위),전라남도 광양시 금호동 우리은행365(301m ↘),27.4,공차
SB-000001,2026-08-12,2026-08-12 09:52:53,0,26,DTG 데이터,전라남도 광양시 금호동 803(124m 범위),전라남도 광양시 금호동 포스코플로우(298m ↘),26.6,공차
SB-000001,2026-08-12,2026-08-12 09:53:32,0,26,Key Off,전라남도 광양시 금호동 803(138m 범위),전라남도 광양시 금호동 우리은행365(298m ↘),25,공차
SB-000001,2026-08-12,2026-08-12 09:54:17,0,26,Key On,전라남도 광양시 금호동 803(138m 범위),전라남도 광양시 금호동 우리은행365(298m ↘),23.8,공차
SB-000001,2026-08-12,2026-08-12 09:54:53,20,26,DTG 데이터,전라남도 광양시 금호동 803(156m 범위),전라남도 광양시 금호동 우리은행365(360m ↘),27.6,공차
SB-000001,2026-08-12,2026-08-12 09:55:08,42,26,DTG GPS 정상,전라남도 광양시 금호동 642(69m 범위),전라남도 광양시 금호동 피엠에스(387m ←),27.6,공차
SB-000001,2026-08-12,2026-08-12 09:56:53,32,28,DTG 데이터,전라남도 광양시 금호동 642-1(216m 범위),전라남도 광양시 금호동 피엠에스(492m →),27.4,공차
SB-000001,2026-08-12,2026-08-12 09:58:53,34,29,DTG 데이터,전라남도 광양시 금호동 663(191m 범위),전라남도 광양시 금호동 포스코광양제철소(393m →),27.4,공차
SB-000001,2026-08-12,2026-08-12 10:00:52,39,30,DTG 데이터,주변에 검색된 지번이 없습니다,주변에 특정건물이 없습니다,27.5,공차
SB-000001,2026-08-12,2026-08-12 10:02:53,0,30,DTG 데이터,전라남도 광양시 금호동 791(282m 범위),전라남도 광양시 금호동 2문(196m ↓),27.4,공차
SB-000001,2026-08-12,2026-08-12 10:04:53,0,30,DTG 데이터,전라남도 광양시 금호동 791(201m 범위),전라남도 광양시 금호동 2문(97m ↓),26.8,공차
SB-000001,2026-08-12,2026-08-12 10:06:53,35,31,DTG 데이터,전라남도 광양시 금호동 791(81m 범위),전라남도 광양시 태인동 태인교(19m ↘),27.3,공차
SB-000001,2026-08-12,2026-08-12 10:08:53,17,32,DTG 데이터,전라남도 광양시 태인동 1653-5(27m 범위),전라남도 광양시 태인동 용지삼거리(23m ↙),27.6,공차
SB-000001,2026-08-12,2026-08-12 10:10:53,34,34,DTG 데이터,전라남도 광양시 태인동 1695(32m 범위),전라남도 광양시 태인동 금남산업(41m →),27.5,공차
SB-000001,2026-08-12,2026-08-12 10:12:40,0,34,Key Off,전라남도 광양시 태인동 1714(96m 범위),전라남도 광양시 태인동 엔시스(99m ↑),24.9,공차
SB-000001,2026-08-12,2026-08-12 10:14:07,0,34,Key On,전라남도 광양시 태인동 1714(96m 범위),전라남도 광양시 태인동 엔시스(99m ↑),23.6,공차
SB-000001,2026-08-12,2026-08-12 10:14:53,15,34,DTG 데이터,전라남도 광양시 태인동 1714(111m 범위),전라남도 광양시 태인동 엔시스(130m ↑),27.3,공차
SB-000001,2026-08-12,2026-08-12 10:16:52,0,35,DTG 데이터,전라남도 광양시 태인동 1699(82m 범위),전라남도 광양시 태인동 대주기업(54m ↑),27.4,공차
SB-000001,2026-08-12,2026-08-12 10:18:53,49,36,DTG 데이터,전라남도 광양시 태인동 1721(75m 범위),전라남도 광양시 태인동 대도(76m →),27.2,공차
SB-000001,2026-08-12,2026-08-12 10:20:53,0,37,DTG 데이터,전라남도 광양시 태인동 1653-2(44m 범위),전라남도 광양시 태인동 SK엔크린(39m →),27.1,공차
SB-000001,2026-08-12,2026-08-12 10:22:53,62,37,DTG 데이터,전라남도 광양시 태인동 303-7(46m 범위),전라남도 광양시 태인동 HD현대오일뱅크(27m →),27.4,공차
SB-000001,2026-08-12,2026-08-12 10:24:53,0,38,DTG 데이터,전라남도 광양시 금호동 791(52m 범위),전라남도 광양시 금호동 태인교삼거리(53m ←),27.4,공차
SB-000001,2026-08-12,2026-08-12 10:26:53,18,38,DTG 데이터,전라남도 광양시 금호동 791(199m 범위),전라남도 광양시 금호동 2문(79m ↓),27.7,공차
SB-000001,2026-08-12,2026-08-12 10:28:53,41,40,DTG 데이터,전라남도 광양시 금호동 658(115m 범위),전라남도 광양시 금호동 정문(180m ↙),27.7,공차
SB-000001,2026-08-12,2026-08-12 10:30:53,44,41,DTG 데이터,전라남도 광양시 금호동 631(424m 범위),전라남도 광양시 금호동 포렌(433m ←),27.7,공차
SB-000001,2026-08-12,2026-08-12 10:32:52,0,41,DTG 데이터,전라남도 광양시 금호동 631(156m 범위),전라남도 광양시 금호동 광일엔지니어링(421m ←),27,공차
SB-000001,2026-08-12,2026-08-12 10:34:53,19,42,DTG 데이터,전라남도 광양시 금호동 657(314m 범위),주변에 특정 건물이 없습니다,27.6,공차
SB-000001,2026-08-12,2026-08-12 10:36:53,0,42,DTG 데이터,전라남도 광양시 금호동 657(356m 범위),주변에 특정 건물이 없습니다,27.2,공차
SB-000001,2026-08-12,2026-08-12 10:38:53,0,42,DTG 데이터,전라남도 광양시 금호동 657(328m 범위),주변에 특정 건물이 없습니다,27.5,공차
SB-000001,2026-08-12,2026-08-12 10:40:53,14,43,DTG 데이터,전라남도 광양시 금호동 657(190m 범위),주변에 특정 건물이 없습니다,26.9,공차
SB-000001,2026-08-12,2026-08-12 10:42:53,39,43,DTG 데이터,전라남도 광양시 금호동 656(186m 범위),전라남도 광양시 금호동 한유엘엔에스(384m ↗),27.4,공차
SB-000001,2026-08-12,2026-08-12 10:44:53,30,44,DTG 데이터,전라남도 광양시 금호동 802(21m 범위),전라남도 광양시 금호동 아르고마린토탈(76m →),27.7,공차
SB-000001,2026-08-12,2026-08-12 10:46:40,0,45,Key Off,전라남도 광양시 금호동 803(107m 범위),전라남도 광양시 금호동 우리은행365(316m ↘),25,공차
SB-000001,2026-08-12,2026-08-12 10:47:18,0,45,Key On,전라남도 광양시 금호동 803(107m 범위),전라남도 광양시 금호동 우리은행365(316m ↘),20.4,공차
SB-000001,2026-08-12,2026-08-12 10:48:53,44,45,DTG 데이터,전라남도 광양시 금호동 662(99m 범위),전라남도 광양시 금호동 피엠에스(103m ↘),27.6,공차
SB-000001,2026-08-12,2026-08-12 10:50:53,40,46,DTG 데이터,주변에 검색된 지번이 없습니다,주변에 특정건물이 없습니다,27.5,공차
SB-000001,2026-08-12,2026-08-12 10:52:53,41,48,DTG 데이터,전라남도 광양시 금호동 663(181m 범위),전라남도 광양시 금호동 포스코광양제철소(431m ↗),27.6,공차
SB-000001,2026-08-12,2026-08-12 10:54:53,0,49,DTG 데이터,전라남도 광양시 금호동 791(291m 범위),전라남도 광양시 금호동 2문(210m ↓),27,공차
SB-000001,2026-08-12,2026-08-12 10:56:53,22,49,DTG 데이터,전라남도 광양시 금호동 791(141m 범위),전라남도 광양시 금호동 2문(8m →),27.5,공차
SB-000001,2026-08-12,2026-08-12 10:58:53,0,49,DTG 데이터,전라남도 광양시 태인동 1664-1(24m 범위),전라남도 광양시 태인동 한영통신무전기CCTV(24m →),27.1,공차
SB-000001,2026-08-12,2026-08-12 11:00:53,2,51,DTG 데이터,전라남도 광양시 태인동 1653-5(18m 범위),전라남도 광양시 태인동 성광사(41m ↘),27.3,공차
SB-000001,2026-08-12,2026-08-12 11:02:53,40,52,DTG 데이터,전라남도 광양시 태인동 1717(22m 범위),전라남도 광양시 태인동 우현피엔티(15m ←),27.5,공차
SB-000001,2026-08-12,2026-08-12 11:04:54,0,52,Key Off,전라남도 광양시 태인동 1714(101m 범위),전라남도 광양시 태인동 엔시스(104m ↑),24.7,공차
SB-000001,2026-08-12,2026-08-12 11:08:22,0,52,Key On,전라남도 광양시 태인동 1714(101m 범위),전라남도 광양시 태인동 엔시스(104m ↑),18.2,공차
SB-000001,2026-08-12,2026-08-12 11:08:53,0,52,DTG 데이터,전라남도 광양시 태인동 1714(99m 범위),전라남도 광양시 태인동 엔시스(119m ↑),27.4,공차
SB-000001,2026-08-12,2026-08-12 11:10:53,17,53,DTG 데이터,전라남도 광양시 태인동 1714(106m 범위),전라남도 광양시 태인동 엔시스(121m ↑),27.4,공차
SB-000001,2026-08-12,2026-08-12 11:12:53,0,53,DTG 데이터,전라남도 광양시 태인동 1699(95m 범위),전라남도 광양시 태인동 대주기업(67m ↑),27.2,공차
SB-000001,2026-08-12,2026-08-12 11:14:53,39,54,DTG 데이터,전라남도 광양시 태인동 1698(41m 범위),전라남도 광양시 태인동 에어릭스(71m ↘),27.4,공차
SB-000001,2026-08-12,2026-08-12 11:16:53,0,55,DTG 데이터,전라남도 광양시 태인동 1653-2(59m 범위),전라남도 광양시 태인동 SK엔크린(57m →),26.6,공차
SB-000001,2026-08-12,2026-08-12 11:18:53,40,56,DTG 데이터,전라남도 광양시 금호동 791(17m 범위),전라남도 광양시 금호동 태인교삼거리(33m ↑),27.2,공차
SB-000001,2026-08-12,2026-08-12 11:20:53,6,57,DTG 데이터,전라남도 광양시 금호동 791(165m 범위),전라남도 광양시 금호동 2문(17m ↙),26.1,공차
SB-000001,2026-08-12,2026-08-12 11:22:53,37,57,DTG 데이터,전라남도 광양시 금호동 637(149m 범위),전라남도 광양시 금호동 제철삼거리(312m ↘),27.3,공차
SB-000001,2026-08-12,2026-08-12 11:24:53,14,59,DTG 데이터,전라남도 광양시 금호동 636(386m 범위),전라남도 광양시 금호동 1문(234m ↘),26.4,공차
SB-000001,2026-08-12,2026-08-12 11:26:53,5,60,DTG 데이터,전라남도 광양시 금호동 631(153m 범위),전라남도 광양시 금호동 광일엔지니어링(420m ←),26.6,공차
SB-000001,2026-08-12,2026-08-12 11:28:53,0,60,DTG 데이터,전라남도 광양시 금호동 657(28m 범위),주변에 특정 건물이 없습니다,27.3,공차
SB-000001,2026-08-12,2026-08-12 11:30:53,0,60,DTG 데이터,전라남도 광양시 금호동 657(32m 범위),주변에 특정 건물이 없습니다,27.1,공차
SB-000001,2026-08-12,2026-08-12 11:32:53,0,60,DTG 데이터,전라남도 광양시 금호동 657(31m 범위),주변에 특정 건물이 없습니다,27.3,공차
SB-000001,2026-08-12,2026-08-12 11:33:24,0,60,공회전감지,전라남도 광양시 금호동 657(28m 범위),주변에 특정 건물이 없습니다,27.7,공차
SB-000001,2026-08-12,2026-08-12 11:34:53,0,60,DTG 데이터,전라남도 광양시 금호동 657(35m 범위),주변에 특정 건물이 없습니다,26.9,공차
SB-000001,2026-08-12,2026-08-12 11:36:53,0,60,DTG 데이터,전라남도 광양시 금호동 657(28m 범위),주변에 특정 건물이 없습니다,26.6,공차
SB-000001,2026-08-12,2026-08-12 11:37:46,6,60,공회전종료,전라남도 광양시 금호동 657(27m 범위),주변에 특정 건물이 없습니다,26.4,공차
SB-000001,2026-08-12,2026-08-12 11:38:53,5,60,DTG 데이터,전라남도 광양시 금호동 635(81m 범위),전라남도 광양시 금호동 광일엔지니어링(496m ↙),27.5,공차
SB-000001,2026-08-12,2026-08-12 11:40:53,0,60,DTG 데이터,전라남도 광양시 금호동 657(56m 범위),주변에 특정 건물이 없습니다,27.8,공차
SB-000001,2026-08-12,2026-08-12 11:42:53,0,60,DTG 데이터,전라남도 광양시 금호동 657(61m 범위),주변에 특정 건물이 없습니다,27.1,공차
SB-000001,2026-08-12,2026-08-12 11:44:53,44,61,DTG 데이터,전라남도 광양시 금호동 632(374m 범위),주변에 특정 건물이 없습니다,27.8,공차
SB-000001,2026-08-12,2026-08-12 11:46:53,31,62,DTG 데이터,전라남도 광양시 금호동 802(40m 범위),전라남도 광양시 금호동 아르고마린토탈(96m →),27.6,공차
SB-000001,2026-08-12,2026-08-12 11:48:53,0,63,DTG 데이터,전라남도 광양시 금호동 803(114m 범위),전라남도 광양시 금호동 우리은행365(306m ↘),27.3,공차
SB-000001,2026-08-12,2026-08-12 11:50:53,0,63,DTG 데이터,전라남도 광양시 금호동 803(122m 범위),전라남도 광양시 금호동 우리은행365(298m ↘),27.3,공차
SB-000001,2026-08-12,2026-08-12 11:51:38,0,63,Key Off,전라남도 광양시 금호동 803(121m 범위),전라남도 광양시 금호동 포스코플로우(305m ↘),24.5,공차
