vehicle_id,date,laden,reported_km,event_accel,event_start,event_decel,event_stop,event_speeding,fuel_l,idle_sec
27조2240,2026-03-02,false,11.20,0,0,0,0,0,1.200,2658
84모9146,2026-03-02,false,24.80,0,0,0,0,0,4.300,1848
96구2906,2026-03-02,false,7.80,0,0,0,0,0,1.100,1320
91너0128,2026-03-02,false,44.20,0,0,0,0,0,4.500,2106
191하9840,2026-03-02,false,12.00,5,0,0,0,0,1.400,1110
82서0561,2026-03-02,false,1.20,0,0,0,0,0,0.500,918
192허4896,2026-03-02,false,1.70,0,0,0,0,0,0.100,36
87로7532,2026-03-02,false,2.70,1,0,0,0,0,0.900,1410
86수5121,2026-03-02,false,6.30,0,0,0,0,0,0.000,0
819저2352,2026-03-03,false,25.00,0,0,0,0,0,2.500,1290
846부9793,2026-03-03,false,47.50,2,0,1,0,0,4.000,2130
84어5948,2026-03-03,false,9.50,0,0,0,0,0,1.000,366
175허4122,2026-03-03,false,46.20,1,0,0,0,0,4.800,5808
826보1806,2026-03-03,false,40.00,2,0,0,0,0,5.500,1956
07버0446,2026-03-03,false,6.00,1,0,0,0,0,1.300,5058
82서0561,2026-03-03,false,32.30,0,0,0,0,0,4.700,4824
84머5043,2026-03-03,false,53.00,0,0,1,0,0,5.000,2046
230하6062,2026-03-03,false,347.30,7,0,5,0,0,19.500,2370
86수5121,2026-03-03,false,26.90,4,0,2,0,0,0.000,0
84머5049,2026-03-03,false,66.20,1,0,7,0,0,6.600,3858
91너0128,2026-03-03,false,56.00,0,0,0,0,0,6.200,3792
810무1916,2026-03-03,false,71.60,0,0,1,0,0,15.400,10734
27조2240,2026-03-03,false,35.70,0,0,0,0,0,2.200,2010
230하3704,2026-03-03,false,14.30,5,0,2,0,0,1.500,1914
87도0164,2026-03-03,false,25.60,1,0,0,0,0,2.600,2424
74고9274,2026-03-03,false,10.90,0,0,0,0,0,1.700,2550
96구2906,2026-03-03,false,29.70,17,0,1,0,0,3.100,4020
84모9146,2026-03-03,false,19.10,2,0,0,0,0,3.500,468
82조0889,2026-03-03,false,14.60,2,0,0,0,0,3.400,9906
821구5816,2026-03-03,false,25.00,0,0,0,0,0,4.800,8202
81어1416,2026-03-03,false,86.50,0,0,0,0,0,6.500,2340
811거1208,2026-03-03,false,35.20,3,0,3,0,0,5.700,2532
84노2622,2026-03-03,false,25.50,5,0,0,0,0,4.000,1026
827무7454,2026-03-03,false,52.00,5,0,2,0,0,6.400,5412
82서0541,2026-03-03,false,25.20,3,0,1,0,0,3.500,1854
821구5814,2026-03-03,false,9.20,0,0,0,0,0,1.300,2322
810무1941,2026-03-03,false,25.80,0,0,0,0,0,3.800,792
815러1522,2026-03-03,false,5.60,0,0,0,0,0,1.600,3054
89누4464,2026-03-03,false,96.50,15,0,1,0,0,9.400,3468
91우4407,2026-03-03,false,6.40,0,0,0,0,0,4.400,12744
826저5454,2026-03-03,false,23.10,1,0,0,0,0,6.400,5214
85우9242,2026-03-03,false,17.60,0,0,0,0,0,2.800,3156
196하1796,2026-03-03,false,15.90,5,0,2,0,0,1.800,1764
192하7049,2026-03-03,false,58.50,16,0,3,0,0,4.600,2766
87로7532,2026-03-03,false,16.80,2,0,0,0,0,2.200,1374
806무1508,2026-03-03,false,12.50,0,0,0,0,0,2.300,336
90거1046,2026-03-03,false,16.20,0,0,0,0,0,2.900,6642
815러1543,2026-03-03,false,31.10,0,0,0,0,0,6.200,4662
192허4897,2026-03-03,false,133.10,8,0,3,0,0,7.300,2040
165호7807,2026-03-03,false,129.40,23,0,6,0,0,9.300,1680
84우6684,2026-03-03,false,181.00,14,0,7,0,0,15.200,10002
192허4895,2026-03-03,false,36.60,3,0,0,0,0,3.000,2070
192허7246,2026-03-03,false,139.30,3,0,1,0,0,8.700,1194
87조8141,2026-03-03,false,33.20,2,0,1,0,0,3.400,294
223호3214,2026-03-03,false,52.80,8,0,0,0,0,3.700,1698
283누2515,2026-03-03,false,76.70,12,0,3,0,0,7.800,9516
817더2910,2026-03-03,false,14.70,0,0,0,0,0,1.900,342
84노4496,2026-03-03,false,5.30,0,0,0,0,0,0.600,96
231허1278,2026-03-03,false,125.30,2,0,1,0,0,5.600,216
192허4064,2026-03-03,false,10.40,0,0,0,0,0,1.500,1032
92수0720,2026-03-03,false,16.90,0,0,1,0,0,1.600,936
816어3537,2026-03-03,false,323.00,24,0,14,0,0,46.100,2196
192허2996,2026-03-03,false,64.20,8,0,4,0,0,7.600,4572
71부8321,2026-03-03,false,30.50,0,0,0,0,0,3.600,1512
179허9217,2026-03-03,false,7.00,4,0,5,0,0,0.700,318
805주7174,2026-03-03,false,86.40,8,0,2,0,0,7.400,2934
20서8000,2026-03-03,false,55.60,1,0,1,0,0,3.000,1176
84모6043,2026-03-03,false,12.00,0,0,0,0,0,1.100,390
169허9258,2026-03-03,false,16.80,0,0,0,0,0,2.000,1410
231허1583,2026-03-03,false,138.10,13,0,11,0,0,5.900,90
88거5454,2026-03-03,false,12.00,1,0,0,0,0,1.300,90
196소4245,2026-03-03,false,0.60,0,0,0,0,0,0.000,12
22거1383,2026-03-03,false,4.50,0,0,0,0,0,0.000,0
28도8142,2026-03-03,false,31.40,1,0,1,0,0,3.000,2064
84도5761,2026-03-03,false,28.10,12,0,6,0,0,3.000,3036
179저8504,2026-03-03,false,17.00,6,0,0,0,0,1.200,468
192하6446,2026-03-03,false,10.40,0,0,0,0,0,0.600,42
194나5598,2026-03-03,false,37.40,3,0,2,0,0,2.300,1320
191하9840,2026-03-03,false,12.40,3,0,0,0,0,1.100,510
192하6421,2026-03-03,false,1.50,0,0,0,0,0,0.100,90
192하5762,2026-03-03,false,14.50,3,0,0,0,0,1.000,834
91수0514,2026-03-03,false,25.30,4,0,1,0,0,2.200,630
192하6444,2026-03-03,false,24.30,6,0,3,0,0,1.600,420
192하6420,2026-03-03,false,13.60,0,0,0,0,0,1.000,312
231허1277,2026-03-03,false,2.40,0,0,0,0,0,0.100,36
192하5605,2026-03-03,false,14.60,0,0,0,0,0,1.700,720
93조8040,2026-03-03,false,252.40,10,0,2,0,0,20.600,1254
230하9636,2026-03-03,false,19.60,1,0,1,0,0,0.900,186
223허6794,2026-03-03,false,98.20,13,0,2,0,0,5.000,1182
96구1041,2026-03-03,false,16.10,8,0,1,0,0,0.000,0
802나6294,2026-03-03,false,0.10,0,0,0,0,0,0.000,36
84무0925,2026-03-03,false,0.00,0,0,0,0,0,0.100,240
223하5805,2026-03-03,false,3.80,0,0,0,0,0,0.400,168
810무1916,2026-03-04,false,43.40,0,0,0,0,0,12.200,10278
192하7049,2026-03-04,false,51.60,7,0,2,0,0,3.900,3042
283누2515,2026-03-04,false,163.40,20,0,7,0,0,12.600,15918
846부9793,2026-03-04,false,38.40,0,0,0,0,0,3.500,3528
82서0561,2026-03-04,false,48.90,0,0,0,0,0,5.100,3954
826보1806,2026-03-04,false,44.40,0,0,0,0,0,5.200,7884
175허4122,2026-03-04,false,22.60,0,0,0,0,0,2.400,3234
84머5049,2026-03-04,false,66.00,0,0,2,0,0,6.900,6006
87조8141,2026-03-04,false,39.60,2,0,0,0,0,4.400,474
231허1583,2026-03-04,false,128.70,5,0,4,0,0,4.800,234
07버0446,2026-03-04,false,10.40,1,0,0,0,0,1.500,4476
192허4895,2026-03-04,false,629.80,24,0,29,0,0,34.900,3714
192허2996,2026-03-04,false,133.00,20,0,13,0,0,10.000,1500
84머5043,2026-03-04,false,21.60,0,0,0,0,0,2.200,1482
816어3537,2026-03-04,false,19.60,0,0,0,0,0,5.500,4038
74고9274,2026-03-04,false,11.00,0,0,0,0,0,1.500,2052
27조2240,2026-03-04,false,36.10,6,0,1,0,0,3.100,10068
87도0164,2026-03-04,false,14.60,0,0,0,0,0,1.800,2310
827무7454,2026-03-04,false,53.20,16,0,12,0,0,7.000,11442
84모9146,2026-03-04,false,17.00,3,0,0,0,0,2.700,1236
82조0889,2026-03-04,false,48.20,8,0,3,0,0,6.200,11058
28도8142,2026-03-04,false,43.00,4,0,4,0,0,4.800,5112
811거1208,2026-03-04,false,14.50,0,0,0,0,0,3.600,2166
82서0541,2026-03-04,false,50.10,1,0,0,0,0,4.800,3042
819저2352,2026-03-04,false,10.40,0,0,0,0,0,1.100,474
84노4496,2026-03-04,false,14.50,1,0,0,0,0,1.300,1722
84노2622,2026-03-04,false,44.70,15,0,1,0,0,4.600,396
821구5814,2026-03-04,false,54.60,1,0,2,0,0,5.600,4698
826저5454,2026-03-04,false,5.20,0,0,0,0,0,1.200,312
815러1522,2026-03-04,false,5.70,0,0,0,0,0,2.000,5634
85우9242,2026-03-04,false,25.00,1,0,1,0,0,3.900,3774
96어0364,2026-03-04,false,134.40,6,0,1,0,0,10.400,2298
810무1941,2026-03-04,false,28.30,0,0,0,0,0,4.300,690
192허4897,2026-03-04,false,47.30,3,0,2,0,0,4.000,2946
84우6684,2026-03-04,false,42.60,4,0,1,0,0,3.700,1350
87로7532,2026-03-04,false,20.60,4,0,0,0,0,3.100,2340
89누4464,2026-03-04,false,54.00,5,0,0,0,0,5.400,1992
93조8040,2026-03-04,false,25.40,0,0,1,0,0,3.400,4548
90거1046,2026-03-04,false,12.20,0,0,0,0,0,2.000,3732
230하6062,2026-03-04,false,299.50,13,0,10,0,0,18.000,1140
223허6794,2026-03-04,false,154.00,8,0,4,0,0,7.400,1758
821구5816,2026-03-04,false,36.30,6,0,1,0,0,4.400,6228
264조1056,2026-03-04,false,7.80,4,0,2,0,0,0.900,696
230하9636,2026-03-04,false,104.10,32,0,7,0,0,4.500,90
815러1543,2026-03-04,false,18.90,0,0,0,0,0,2.700,1260
805주7174,2026-03-04,false,19.20,2,0,0,0,0,2.100,510
91우4407,2026-03-04,false,8.30,1,0,0,0,0,2.500,3636
91수0514,2026-03-04,false,36.00,2,0,1,0,0,3.300,4878
179저8504,2026-03-04,false,88.60,14,0,3,0,0,4.500,1050
165호7807,2026-03-04,false,3.10,0,0,0,0,0,0.400,402
71부8321,2026-03-04,false,25.30,2,0,0,0,0,2.400,1482
192하6446,2026-03-04,false,201.30,75,0,33,0,0,13.600,3078
91너0128,2026-03-04,false,32.20,0,0,0,0,0,3.100,2706
230하3704,2026-03-04,false,31.30,3,0,2,0,0,2.700,3006
196소4245,2026-03-04,false,49.10,2,0,0,0,0,3.400,1494
192허7246,2026-03-04,false,80.40,11,0,9,0,0,5.200,1254
84무0925,2026-03-04,false,0.10,0,0,0,0,0,1.300,6264
192하5605,2026-03-04,false,173.60,7,0,8,0,0,15.000,3210
92수0720,2026-03-04,false,39.30,5,0,2,0,0,3.500,2136
81어1416,2026-03-04,false,13.90,0,0,0,0,0,1.100,126
96구1041,2026-03-04,false,16.20,2,0,1,0,0,0.000,0
806무1508,2026-03-04,false,18.20,0,0,0,0,0,2.700,522
231허1278,2026-03-04,false,163.80,18,0,4,0,0,7.200,102
84모6043,2026-03-04,false,15.70,1,0,0,0,0,1.600,792
802나6294,2026-03-04,false,0.30,0,0,0,0,0,0.200,420
192하6444,2026-03-04,false,268.30,5,0,8,0,0,13.800,798
22거1383,2026-03-04,false,7.40,1,0,0,0,0,0.000,0
169허8585,2026-03-04,false,3.50,1,0,0,0,0,0.500,192
194나5598,2026-03-04,false,35.20,2,0,3,0,0,2.100,1176
192허4896,2026-03-04,false,26.90,3,0,0,0,0,2.200,1260
192하6420,2026-03-04,false,50.40,4,0,2,0,0,3.600,2808
169허9258,2026-03-04,false,23.80,5,0,1,0,0,4.100,4950
192하6421,2026-03-04,false,1.80,0,0,0,0,0,0.200,144
179허9217,2026-03-04,false,52.50,5,0,0,0,0,2.300,168
84도5751,2026-03-04,false,30.20,7,0,2,0,0,2.300,1668
192허4064,2026-03-04,false,90.60,1,0,1,0,0,6.300,1536
88거5454,2026-03-04,false,13.80,4,0,1,0,0,1.500,174
196하1796,2026-03-04,false,46.20,9,0,4,0,0,3.200,1902
231허1277,2026-03-04,false,6.90,1,0,0,0,0,0.500,384
191하9840,2026-03-04,false,60.30,2,0,10,0,0,3.200,1080
192하5762,2026-03-04,false,21.10,6,0,7,0,0,1.200,240
817더2910,2026-03-04,false,1.30,0,0,0,0,0,0.800,1584
223하5805,2026-03-04,false,7.30,2,0,0,0,0,0.700,960
96구2906,2026-03-04,false,7.70,0,0,0,0,0,0.900,1338
84도5761,2026-03-04,false,7.80,0,0,0,0,0,1.000,576
91수0563,2026-03-04,false,6.80,0,0,0,0,0,0.900,576
810무1916,2026-03-05,false,30.60,2,0,0,0,0,10.000,10122
82조0889,2026-03-05,false,56.50,8,0,2,0,0,6.100,3954
826보1806,2026-03-05,false,28.00,0,0,0,0,0,3.000,1530
82서0561,2026-03-05,false,79.40,0,0,0,0,0,6.800,7044
846부9793,2026-03-05,false,22.90,0,0,0,0,0,2.300,2004
175허4122,2026-03-05,false,46.20,0,0,0,0,0,4.800,5652
230하6062,2026-03-05,false,255.60,37,0,6,0,0,16.500,2436
91수0514,2026-03-05,false,202.30,14,0,9,0,0,20.000,15498
84머5049,2026-03-05,false,76.60,0,0,2,0,0,7.400,5856
231허1583,2026-03-05,false,56.10,0,0,0,0,0,2.300,276
07버0446,2026-03-05,false,13.20,2,0,0,0,0,2.000,5568
84머5043,2026-03-05,false,22.10,0,0,0,0,0,2.400,240
192하7049,2026-03-05,false,79.50,17,0,6,0,0,5.400,4200
86수5121,2026-03-05,false,23.40,0,0,0,0,0,0.000,0
192허2996,2026-03-05,false,133.10,17,0,11,0,0,10.700,1218
91너0128,2026-03-05,false,50.10,1,0,1,0,0,5.500,3936
816어3537,2026-03-05,false,21.90,0,0,0,0,0,4.900,2034
91우4407,2026-03-05,false,15.40,6,0,1,0,0,3.400,4074
27조2240,2026-03-05,false,64.30,10,0,4,0,0,4.100,6090
74고9274,2026-03-05,false,11.30,0,0,0,0,0,1.500,1782
87도0164,2026-03-05,false,22.00,1,0,0,0,0,3.100,3768
87로7532,2026-03-05,false,32.50,10,0,2,0,0,4.900,4800
82서0541,2026-03-05,false,12.80,0,0,0,0,0,1.600,3444
28도8142,2026-03-05,false,52.50,4,0,2,0,0,6.400,9318
84모9146,2026-03-05,false,14.50,2,0,1,0,0,2.200,750
169허9258,2026-03-05,false,186.30,9,0,4,0,0,13.500,2040
84노4496,2026-03-05,false,7.10,0,0,0,0,0,0.900,492
84노2622,2026-03-05,false,54.00,17,0,4,0,0,5.700,1014
821구5814,2026-03-05,false,13.80,0,0,0,0,0,1.200,1488
192허4897,2026-03-05,false,40.40,0,0,0,0,0,3.700,3522
826저5454,2026-03-05,false,18.90,2,0,2,0,0,9.700,18270
90거1046,2026-03-05,false,10.90,0,0,0,0,0,2.300,4218
815러1522,2026-03-05,false,3.90,0,0,0,0,0,1.600,4128
85우9242,2026-03-05,false,14.40,1,0,0,0,0,2.200,1158
810무1941,2026-03-05,false,19.20,0,0,1,0,0,3.700,1956
89누4464,2026-03-05,false,20.10,4,0,1,0,0,3.100,6750
179저8504,2026-03-05,false,33.10,6,0,1,0,0,2.300,1734
84어5948,2026-03-05,false,135.20,0,0,1,0,0,10.900,2322
819저2352,2026-03-05,false,16.20,0,0,0,0,0,1.600,618
806무1508,2026-03-05,false,62.30,1,0,1,0,0,10.600,5412
87조8141,2026-03-05,false,40.60,1,0,0,0,0,3.800,342
192허4064,2026-03-05,false,59.00,1,0,2,0,0,5.400,2088
815러1543,2026-03-05,false,14.70,0,0,0,0,0,1.900,984
817더2910,2026-03-05,false,70.50,2,0,8,0,0,9.300,3306
821구5816,2026-03-05,false,19.10,0,0,0,0,0,2.900,4578
192하6444,2026-03-05,false,64.90,1,0,2,0,0,3.700,2016
96어0364,2026-03-05,false,72.60,0,0,1,0,0,4.500,726
88거5454,2026-03-05,false,3.10,0,0,0,0,0,0.500,42
805주7174,2026-03-05,false,12.90,0,0,0,0,0,0.900,168
283누2515,2026-03-05,false,161.60,11,0,1,0,0,11.600,3504
84도5761,2026-03-05,false,41.70,0,0,0,0,0,4.800,7626
192허4063,2026-03-05,false,17.90,4,0,0,0,0,2.600,1878
192허7246,2026-03-05,false,92.60,50,0,20,0,0,7.300,1368
71부8321,2026-03-05,false,102.60,40,0,7,0,0,11.400,11700
84모6043,2026-03-05,false,27.40,1,0,1,0,0,2.900,3132
811거1208,2026-03-05,false,21.10,0,0,0,0,0,3.200,1554
91수0563,2026-03-05,false,24.20,1,0,0,0,0,2.500,1632
179허9217,2026-03-05,false,93.50,7,0,0,0,0,4.300,336
231허1278,2026-03-05,false,16.50,0,0,0,0,0,0.900,72
192하5605,2026-03-05,false,48.70,2,0,0,0,0,5.200,5094
165호7807,2026-03-05,false,0.10,0,0,0,0,0,0.000,204
93조8040,2026-03-05,false,148.60,7,0,2,0,0,12.300,1824
92수0720,2026-03-05,false,18.20,2,0,0,0,0,1.600,1008
165호5540,2026-03-05,false,134.30,11,0,13,0,0,9.200,2652
170호1744,2026-03-05,false,27.50,3,0,3,0,0,2.300,606
191하9840,2026-03-05,false,87.60,4,0,17,0,0,4.400,1170
22거1383,2026-03-05,false,8.40,3,0,0,0,0,0.000,0
192하6446,2026-03-05,false,225.50,33,0,16,0,0,13.100,1722
192허4895,2026-03-05,false,19.40,0,0,0,0,0,1.600,1452
84우6684,2026-03-05,false,3.80,0,0,0,0,0,0.600,456
223하5805,2026-03-05,false,11.40,5,0,0,0,0,1.200,1098
194나5598,2026-03-05,false,4.40,1,0,0,0,0,0.300,270
192허4896,2026-03-05,false,17.10,0,0,0,0,0,1.500,792
192하6420,2026-03-05,false,9.50,0,0,0,0,0,0.700,444
192하6421,2026-03-05,false,1.00,0,0,0,0,0,0.100,90
230하3704,2026-03-05,false,187.00,26,0,10,0,0,9.600,2544
802나6294,2026-03-05,false,19.70,2,0,2,0,0,2.100,1092
96구1041,2026-03-05,false,16.20,8,0,2,0,0,0.000,0
96구2903,2026-03-05,false,8.80,1,0,1,0,0,0.900,978
191호9105,2026-03-05,false,20.20,9,0,0,0,0,1.800,1998
231허1277,2026-03-05,false,3.60,1,0,0,0,0,0.100,12
196하1796,2026-03-05,false,3.50,0,0,0,0,0,1.000,1398
196소4245,2026-03-05,false,59.50,6,0,4,0,0,4.400,978
827무7454,2026-03-05,false,6.00,0,0,0,0,0,0.700,66
810무1916,2026-03-06,false,67.10,2,0,0,0,0,16.400,12780
82서0561,2026-03-06,false,109.30,0,0,0,0,0,11.700,14610
826저5454,2026-03-06,false,18.50,0,0,0,0,0,5.800,5970
84머5049,2026-03-06,false,37.30,0,0,0,0,0,4.800,4104
84어5948,2026-03-06,false,43.30,4,0,1,0,0,4.600,1620
87조8141,2026-03-06,false,55.70,2,0,2,0,0,9.100,3012
175허4122,2026-03-06,false,56.80,18,0,3,0,0,4.800,2418
07버0446,2026-03-06,false,3.60,2,0,1,0,0,1.300,6492
826보1806,2026-03-06,false,38.50,0,0,0,0,0,4.100,2052
192허2996,2026-03-06,false,139.60,4,0,2,0,0,10.800,3072
84머5043,2026-03-06,false,28.20,0,0,0,0,0,3.300,930
86수5121,2026-03-06,false,66.90,0,0,2,0,0,0.000,0
192하7049,2026-03-06,false,46.70,13,0,1,0,0,3.700,2868
93조8040,2026-03-06,false,20.80,0,0,0,0,0,4.100,8604
283누2515,2026-03-06,false,38.40,0,0,0,0,0,6.400,12792
230하3704,2026-03-06,false,3.80,0,0,0,0,0,0.500,654
28도8142,2026-03-06,false,56.50,2,0,1,0,0,7.400,13392
82조0889,2026-03-06,false,34.20,1,0,3,0,0,4.600,5862
192허4895,2026-03-06,false,36.70,1,0,2,0,0,4.300,6372
27조2240,2026-03-06,false,60.30,5,0,0,0,0,3.500,8778
74고9274,2026-03-06,false,11.00,0,0,0,0,0,1.900,2700
87도0164,2026-03-06,false,9.00,4,0,0,0,0,2.100,4620
91수0514,2026-03-06,false,60.40,0,0,0,0,0,9.400,20304
816어3537,2026-03-06,false,323.60,7,0,6,0,0,39.800,2142
806무1508,2026-03-06,false,16.50,0,0,0,0,0,6.400,9738
196소4245,2026-03-06,false,54.80,2,0,2,0,0,3.300,564
87로7532,2026-03-06,false,35.70,1,0,0,0,0,5.100,4302
846부9793,2026-03-06,false,15.00,0,0,0,0,0,1.800,1710
84모9146,2026-03-06,false,8.30,0,0,0,0,0,1.600,792
815러1522,2026-03-06,false,16.30,0,0,0,0,0,2.200,1092
811거1208,2026-03-06,false,10.50,0,0,0,0,0,3.300,3432
96어0364,2026-03-06,false,67.50,0,0,0,0,0,7.300,9342
84노4496,2026-03-06,false,6.60,0,0,0,0,0,1.400,2112
84노2622,2026-03-06,false,31.80,1,0,1,0,0,3.600,864
192허4897,2026-03-06,false,95.70,4,0,0,0,0,6.900,3714
84우6684,2026-03-06,false,76.10,6,0,3,0,0,6.200,2310
96구2903,2026-03-06,false,29.00,0,0,0,0,0,2.700,2274
82서0541,2026-03-06,false,14.50,0,0,0,0,0,2.000,3672
90거1046,2026-03-06,false,7.40,0,0,0,0,0,1.800,3258
85우9242,2026-03-06,false,12.10,2,0,0,0,0,2.100,1668
810무1941,2026-03-06,false,27.00,0,0,0,0,0,4.100,822
815러1543,2026-03-06,false,16.60,0,0,0,0,0,2.400,738
819저2352,2026-03-06,false,3.70,0,0,0,0,0,0.500,192
827무7454,2026-03-06,false,57.80,8,0,6,0,0,6.000,2898
817더2910,2026-03-06,false,6.60,0,0,1,0,0,1.100,1842
91우4407,2026-03-06,false,6.40,2,0,0,0,0,1.900,2718
192하5605,2026-03-06,false,158.60,16,0,7,0,0,13.600,3300
192하6444,2026-03-06,false,21.70,2,0,3,0,0,1.500,876
84모6043,2026-03-06,false,5.10,0,0,0,0,0,0.400,546
192하6420,2026-03-06,false,52.40,5,0,1,0,0,4.600,5850
91너0128,2026-03-06,false,40.00,2,0,0,0,0,4.200,3552
192하6446,2026-03-06,false,22.50,6,0,2,0,0,1.800,2346
231허1278,2026-03-06,false,32.90,3,0,0,0,0,1.900,858
196하1796,2026-03-06,false,60.60,23,0,4,0,0,4.300,1296
821구5816,2026-03-06,false,17.10,0,0,0,0,0,3.200,7086
71부8321,2026-03-06,false,43.30,2,0,0,0,0,7.200,12456
192허7246,2026-03-06,false,11.40,1,0,0,0,0,1.000,990
192하5762,2026-03-06,false,31.90,3,0,0,0,0,2.100,576
821구5814,2026-03-06,false,40.60,0,0,0,0,0,9.100,21882
264조1056,2026-03-06,false,106.00,15,0,4,0,0,6.300,2232
192허4064,2026-03-06,false,159.50,6,0,4,0,0,12.600,2190
802나6294,2026-03-06,false,0.20,0,0,0,0,0,0.100,270
92수0720,2026-03-06,false,19.40,0,0,0,0,0,2.000,1314
169허9258,2026-03-06,false,79.80,2,0,2,0,0,7.600,5946
96구1041,2026-03-06,false,16.10,4,0,2,0,0,0.000,0
192허4896,2026-03-06,false,36.10,8,0,5,0,0,3.200,2412
91수0563,2026-03-06,false,278.80,21,0,2,0,0,26.300,3030
88거5454,2026-03-06,false,10.70,0,0,0,0,0,1.200,66
